id pc1 pc2 pc3 pc4 pc5 pc6 pc7
4575 0.00991705 0.00102383 0.00644381 -0.0093334 -6.43531e-6 0.00673497 4.80985e-4
4361 -0.00440381 0.0175347 0.00550214 0.00688972 0.0146648 0.016402 5.47285e-4
4179 0.0349832 -0.083599 0.0209755 0.0165651 0.00790311 0.0139674 0.00146635
3659 0.0210455 0.00880318 -0.0164672 -0.0290816 0.0053805 0.0176642 -0.00897704
2853 0.00334303 0.0142823 0.00487343 0.0133759 0.00612128 0.0030822 -0.00933194
6459 0.00159764 -0.00668118 0.00129618 0.00195452 -0.0171156 0.0191722 0.016396
5979 -0.00205719 -0.00548866 -0.00115059 0.00251547 -0.0093185 -0.0202403 0.00127312
5416 0.0206395 0.0167266 -0.00268739 0.0390135 0.0160303 0.00641699 -0.00534046
4549 -0.0034272 -0.00332463 4.02878e-4 -0.0172897 -0.00313373 0.0285519 0.00684684
4332 -0.0037938 -0.00363111 0.00862929 0.00538007 -0.0282916 -0.00191003 0.0210942
4171 0.00139233 -0.00744034 0.00343702 -0.00295507 0.016217 -6.17993e-4 0.0101348
3651 0.00629609 0.011071 -0.00360882 -0.00350044 0.0135891 0.00839384 9.99567e-4
2829 -0.0026382 -0.00182765 0.00136442 -0.00300828 -0.0214068 -0.00302338 -0.0107189
6400 0.00112419 0.00304822 0.00137807 -1.17246e-4 0.00315432 0.0066803 0.00287795
5966 0.00390354 0.00444503 -0.00338068 0.00561815 0.0116668 -0.00277687 -0.0109591
1246 0.00698181 -0.0116144 -0.043591 -0.00643029 -0.0203834 -0.00978835 0.00883405
4539 -0.00407009 0.00717923 0.00432693 -2.66785e-4 0.00531361 0.00367275 -0.00284331
4330 0.00565588 -0.00748838 -0.02816 -0.00117112 -0.00912355 -0.0100384 0.00403837
4166 -0.00661255 -4.0248e-4 -0.00169984 -0.00727767 0.00857591 -0.00143996 0.0118487
3645 -0.00351588 -0.00177408 0.00583574 -0.00439174 -0.0168218 0.00918816 0.013165
2703 0.00193271 -0.0134266 -0.00509643 0.00180144 -0.00608571 -0.00690335 1.80196e-4
6352 -0.00458529 -0.0060099 0.00360968 6.86776e-4 0.00330299 -0.00817589 -0.0117054
5948 0.00326797 0.00905639 -0.00689951 -1.97995e-4 1.62118e-4 0.0131941 0.00347526
5132 0.0813934 0.0585098 0.0375322 -0.0393246 -0.00856976 -0.00113283 -0.002565
4532 -0.00591095 -0.00332504 0.00158489 -0.00736246 1.83601e-4 0.00887622 0.0102707
4328 -0.010034 2.69986e-4 0.00119204 -0.0267527 0.0165724 -0.0792757 -0.0111366
4161 -8.7153e-4 -0.0027305 -0.0021083 0.00365428 -8.84084e-4 -4.79902e-4 0.0089166
3286 0.0709025 0.0543411 0.0337695 0.0234297 -0.0107814 -0.0244218 5.78331e-4
2661 -0.00239564 0.00204848 -0.00179335 -0.00337691 0.013598 0.00476144 1.01716e-4
6338 -0.00502395 5.69962e-4 0.00108478 -0.0091679 0.00568595 -0.0140009 -0.00204589
5923 -0.00739372 -1.24791e-4 -0.0014286 -3.73976e-4 -0.00281881 -0.0339595 0.00649263
5097 -0.00216804 0.00430064 -0.00817766 0.0220399 0.00604456 -0.00434464 -5.12295e-4
4473 -8.33732e-4 -2.27222e-4 -0.0142977 0.00664641 3.78649e-4 -0.010737 -9.65294e-4
4327 0.00779599 0.0113362 0.00574528 0.0140918 0.00414018 0.00524338 -0.00312372
4131 2.00755e-4 -0.0108266 0.00754748 -0.018277 -0.0352189 0.0196511 0.0174009
3268 -8.20549e-4 0.00124402 0.00720848 0.0209859 -0.0366423 -0.00787654 0.0203426
2627 0.00424782 4.00206e-4 -0.00837651 -0.00835153 0.0130842 -0.0372007 0.0203913
6326 0.00489685 -4.34512e-4 -0.0020553 -0.0193891 0.00499865 0.0122473 -0.0279541
5728 0.0037202 0.00593338 -0.0141683 0.0230768 0.0113307 -2.24812e-4 -0.00366564
5096 2.04916e-4 -5.32078e-4 0.00115694 0.00378197 -0.0043311 0.00542337 3.54196e-4
4461 0.00323579 -0.00416538 -0.0168441 -0.026127 -6.68518e-4 0.0594191 0.0383356
4324 -0.00160306 0.0123416 -0.00507747 0.0333398 0.0128272 0.00216009 -0.00331485
4051 -0.00347272 0.0129853 0.00994046 0.0168768 0.00344536 0.00835349 0.0139506
3592 -0.00149161 -0.0023118599999999998 0.00282023 -0.00539485 -0.0172586 -0.00709011 -0.0559665
3799 -0.00328002 7.17066e-4 -0.00130642 0.00483857 0.00750979 -0.00141122 0.00560028
3556 0.00240394 0.0106194 -0.0071603 -0.00860886 0.0173075 0.0064268 0.00113531
2363 -0.00154597 2.11787e-4 0.00234491 -9.8247e-4 0.00713921 -0.00721529 -8.92865e-4
1881 1.36809e-4 -0.00873509 -0.00174719 0.00720911 -0.0116833 -0.00113467 -0.0230828
904 0.00166221 0.0042258 0.00388352 0.0154933 0.0161997 0.00562331 -0.00663581
1880 0.00130728 0.00896051 0.00403034 -0.00944916 -0.00301618 0.0183854 0.00566908
2178 6.25024e-4 -0.00307756 0.00365789 6.61984e-4 -0.00339172 0.00683048 -0.00407053
7354 -0.00217018 0.00262745 -0.00178094 0.00215004 0.00257107 0.00514058 0.0067287
3791 0.00549583 0.00482142 0.00896269 -0.0178453 0.00426829 0.00545494 0.00179234
3318 0.00116605 -1.31557e-4 -0.0106568 -0.0127936 0.0135255 -0.0471869 -0.00848075
2362 -0.00778421 0.00642451 0.00770413 0.0104118 0.00439711 0.002601 -0.00935448
1877 0.00304389 -0.00173138 -0.011374 -0.00672429 -0.00101751 -0.00279148 -0.00401527
75 -0.00314664 -0.0213465 0.00729216 0.00386429 0.00295226 -0.0164843 -0.00998389
1891 7.38714e-5 -0.00449588 -0.00156264 -0.0224951 -0.0224925 8.63798e-4 -0.00652279
2170 -0.00315937 0.00654642 0.00425273 -1.87845e-4 0.0167896 0.00990474 -0.00127889
7359 -0.00479288 0.0108589 0.00249199 -8.46069e-4 0.00468809 0.00673144 0.00905655
2637 -0.00371993 0.00484408 -5.98663e-4 0.00472067 0.00186048 0.00149891 -0.0103109
3259 0.0111904 0.0251474 -0.0184118 0.0471679 0.0287485 -0.00954866 -0.00465809
2355 1.23441e-4 -0.00117853 -0.00318726 -0.00283181 0.00146638 -0.0029349 -1.49404e-6
1586 -0.00142789 0.00818042 -1.81945e-4 0.00204864 0.0109479 0.00359134 0.00281791
72 0.0107781 0.00915846 -0.0126435 0.0184405 0.0272371 0.0163798 0.00323752
2064 -0.00317531 0.00298609 0.00477722 -0.0140536 0.00134734 0.00984919 0.0100903
2164 -8.8623e-4 -0.00532461 -0.0021602 4.45616e-4 -0.00782137 0.00421615 -0.00158918
7363 0.00277116 0.00288233 -0.00389216 0.00774877 2.81832e-4 0.00491324 -8.52984e-4
2571 -0.00467735 -0.00168437 0.0112256 0.00359401 -0.00169703 0.00595152 3.99211e-4
3223 -8.36355e-4 0.00228976 -0.0039443 0.0121279 0.00253249 0.0218623 -4.65099e-4
2331 0.030535 -0.0174982 0.0239933 0.00171293 0.00428814 -0.00964679 -0.0080326
1258 -0.00221298 -0.00258425 -0.00631906 0.00780331 8.60091e-5 0.0148344 0.00796417
37 -0.00330886 -0.0057547 -8.38686e-4 -0.00472406 0.0134161 0.0052144 3.29621e-4
2115 0.0247227 0.0486025 -0.0195547 0.0760544 0.030465 0.00207917 -0.0135293
2163 0.00206912 -0.015155 -0.00312809 0.0032135 -0.0290375 -0.00123606 -0.0506122
2479 -0.00405011 0.00271575 -0.00286581 0.0104118 -0.0140505 -0.0133145 0.0219758
2970 0.00224623 -0.00496142 -0.00146786 0.00552022 0.0197532 0.0117502 0.00423467
2322 -0.00394145 -8.45043e-4 0.00424668 0.00414782 -0.0102071 -0.00349297 -0.0115364
1252 -0.00423907 0.00316052 0.00457116 0.00287711 -0.00154935 0.00547982 0.00436603
3204 -0.00254019 0.00833731 0.00192578 0.00858557 -0.00446743 0.00987343 -0.0036887
17 -0.00587062 0.00354393 0.00591429 6.38109e-4 0.00620163 0.00256936 0.00149637
6171 0.00722574 -0.00110401 -0.0116365 -0.0272744 0.00407812 0.0281286 0.0169414
2460 -0.00473332 0.0190926 0.0110104 0.0149131 -7.47277e-4 0.0285145 -1.01247e-4
2924 -0.00429291 -0.00395161 0.00588474 0.00361753 7.42159e-4 4.23723e-4 0.00847329
2278 -0.00101328 -0.0152037 -0.00321572 0.00873322 -0.0223464 0.0025041 -0.00155473
1251 5.28462e-4 -0.0181989 0.00720305 0.0142017 -0.0253498 0.00415439 0.00244229
8235 -0.00158572 0.00545542 -0.00468042 0.0129515 -0.00210947 -1.61013e-4 -0.00245703
2167 -0.00562077 -0.00391813 -8.59438e-4 -0.0134837 0.0119942 0.00691653 0.00309
1649 0.00111266 -5.22894e-4 0.00427873 -0.00812494 0.00490772 -3.71646e-4 -1.80405e-5
2341 0.00241741 0.00569179 0.00161656 -0.00566351 0.0111879 0.0118166 0.00437526
2903 -0.0044354 -0.00289647 0.00337834 -0.00678632 -0.00230976 -4.84287e-4 -0.00576033
2146 7.21928e-4 -0.00594775 0.00471852 -0.016467 -0.00377118 -0.00651182 0.00490849
1223 0.00424007 -3.1162e-4 0.0294589 0.0211986 -0.104874 -0.0130263 0.0413226
5520 0.0202848 0.0182311 0.0134457 0.00610517 -7.9491e-4 -0.00328085 0.0101092
2177 -0.0025605 0.00173659 0.00302083 -0.00745828 0.00938202 0.00451947 0.00242573
20 -0.00438942 0.00128357 0.00862263 0.00831088 0.00119669 -0.00157167 -0.00200905
6593 -0.00207125 -0.00398961 -0.0110416 -0.0192934 -0.00135193 0.0106265 -0.0129786
2323 1.62573e-4 -0.00114178 0.0229767 0.0115309 -0.0554438 -0.00474395 0.0254596
2804 -0.00370445 0.0015908299999999999 0.00433493 -0.00955614 0.00823318 0.00206376 0.00566158
2099 -0.00223994 -7.66381e-5 7.44762e-4 0.00525469 -0.0029851500000000002 0.0102333 0.00406738
1104 0.00245088 0.00480147 -0.00196593 0.0095814 0.0168151 0.025898 0.00806969
3303 -0.00442502 0.00387754 -1.35874e-4 -0.0140045 -0.00310398 0.00835021 0.00335805
1746 0.00388437 -0.00864433 -4.18447e-4 -0.00116001 -2.99016e-4 -9.51779e-4 -0.00352789
2686 -0.00161166 7.36947e-4 -0.00126025 0.00960353 0.0123955 -0.00553299 -0.012585
2245 -0.00863448 0.0114139 0.00482226 0.00692646 0.00297499 0.012773 0.00100676
2709 0.00651635 -0.0109796 -0.010744 -0.00271871 -0.00879417 0.0221222 -0.0329325
2075 -0.005514 0.00923912 0.0046876900000000004 0.00939483 0.00246037 0.00243651 -0.0029495
1101 3.51058e-4 1.09447e-4 -0.012422 0.00604026 5.90605e-4 -0.0140224 0.00773201
2459 -0.00329225 -0.00149169 -0.0065642 -7.75517e-4 -0.00868138 0.00134153 0.0138205
3420 -0.00362842 0.00432695 0.00409111 7.62877e-4 0.0119459 0.00916302 0.00559906
2311 -0.00388556 -0.0018861 3.37397e-4 -0.0183419 0.0152359 -0.0532973 0.00422941
3612 -8.78613e-5 -0.00740391 0.0111808 0.0071669 -0.024932 0.0133008 -0.00631136
2708 -0.00560116 -0.0027371 -0.00196429 0.00506322 -0.00913254 -0.00597569 9.10959e-4
2069 -0.00234316 -0.00317851 0.00696586 -0.00333532 -0.00648535 3.6184e-5 -0.009804
1097 -0.00489593 -0.00252312 0.0017595 -0.00120791 0.00115757 -0.00350864 0.00409786
2262 -3.87002e-4 -0.0161306 0.0174302 0.0141443 -0.0459369 -0.0039315900000000004 0.00140261
3330 -0.00686119 -0.00122076 9.59549e-4 -0.0072768 0.00970883 -0.0113313 -1.92384e-4
3533 -0.00440164 0.00161191 -0.00236157 -0.0040876 2.70548e-4 -0.00810599 0.00593734
84 -0.00240408 0.00569975 0.00871316 0.0084365 -0.00845852 0.00566008 0.0102003
3593 0.0065184 -0.00199754 -0.0129725 0.0107222 -0.0129689 -0.0164125 0.01999
2693 -0.00459374 -7.50555e-4 1.11328e-4 -0.011256 0.00503152 -0.0541201 0.00204309
1082 -0.00387265 0.0136144 0.00406284 0.0205684 0.00314854 0.0165317 0.00564692
1663 -0.00919565 0.0126783 0.0090888300000000009 0.00759955 0.0106892 -0.00233599 0.00184928
3306 2.8004e-4 -0.0136253 -0.00302816 -0.019791 -0.0204474 0.00122925 -0.0889014
6314 5.91264e-5 -0.00843043 -0.00622819 -0.0182527 0.0195161 0.00376783 0.0112202
3568 -0.00322815 -0.0120535 0.0060191 0.00799636 -0.0208558 0.00351034 -0.0150322
2502 -0.00288523 -3.24354e-4 4.81982e-4 0.00932897 0.00134361 0.00385948 -0.0106532
1882 -0.00465404 -0.00349794 -0.00553353 -0.00739976 0.0010714 -0.014145 0.00186318
1073 -0.00248302 0.00283692 -0.00274377 -0.00385185 0.0110848 -0.0235197 0.0191261
1665 6.98364e-4 -0.0166447 0.00458098 0.00245625 0.00151098 0.00931033 0.00899875
2971 0.00327427 -0.0139174 0.0163351 0.0208709 -0.0534278 0.015174 0.0105831
6315 -0.00532143 7.62573e-4 -0.00390241 -0.0123893 -0.00342112 -0.0143281 5.49026e-4
7486 0.0106861 -0.0254121 -0.00534551 -7.01855e-4 -0.0108817 0.00985166 -0.00621902
7463 8.12232e-4 4.08529e-4 9.19939e-5 6.71352e-4 0.0124534 -9.13425e-4 0.00195718
7510 0.0405378 0.0224918 0.0163013 -0.0214798 -0.00675588 -0.00834278 -0.00642898
7521 0.00375411 -0.00152423 -0.0051263 -0.0191101 0.00963482 -0.00190377 0.00987595
7499 0.0422876 -0.0368793 0.0243523 0.0164374 0.0147475 -0.00354887 0.0100856
7451 0.0133568 -0.0176832 0.00710683 0.0108573 0.0181652 -0.00868501 -0.00378601
7467 0.0562817 0.00600127 0.0318546 -0.0210472 0.00903709 -0.0125521 0.00876665
7479 1.11064e-4 -0.00435795 -5.51994e-4 -0.00614012 0.00129274 0.0174103 0.00269137
7491 0.00860244 -0.00444911 -0.00120463 -0.00990369 -0.00749376 -0.0283023 0.00109275
7468 0.00926092 0.00420467 -0.00280119 -0.0200474 0.00609741 0.0118097 0.0134648
7480 0.00761011 -0.00617624 -0.00425708 -0.0153236 -0.014902 -0.0142726 0.00544468
7437 0.0213196 -0.00764836 -0.0133642 0.0225728 0.00967991 -0.0143346 0.00783913
7449 -0.00137643 -0.00297557 -0.00413732 -0.0125962 4.64627e-4 -0.00589939 -0.00376556
7461 0.00210285 -0.00170429 -0.00706574 0.00474595 0.0126019 -0.0044837 -1.00741e-5
7473 0.0223322 -0.00963125 -0.0347276 -0.00948062 -6.26448e-4 0.0333816 0.00800534
7450 0.00876154 0.00805763 0.0048018 -0.0135266 0.00186924 -0.0166807 -0.0155124
7485 0.0188045 0.0145371 0.00248494 0.00669726 -1.69368e-4 -0.00691864 -4.90842e-4
7462 0.00160502 -0.00578883 -0.00793368 -0.0124546 0.0151131 -0.00399769 0.00664728
7497 0.0525792 0.0143254 0.0186062 -0.00343293 0.00238723 2.46552e-4 0.00403111
7492 0.0154932 -0.0170043 -2.32815e-4 0.00990465 0.00644593 0.00376812 0.0036148
7481 -1.32301e-4 -0.0044526 -0.0129642 -0.00276054 -0.0015247 -0.0125912 0.00613634
7515 0.0540571 0.0201902 0.0110907 -0.0112396 0.0112109 0.00492522 -6.12747e-4
7505 -0.00246976 -0.0158501 0.00865403 0.00102785 2.98306e-4 0.00102772 0.0011018
7049 0.028018499999999998 0.0178692 -0.0319972 0.00328888 -0.00426175 -0.0102611 -0.0110671
7034 0.00200882 5.33833e-5 -0.00768244 -0.00600605 -0.00749781 0.0013303 -0.00278498
7060 0.00931389 0.00771421 5.79552e-4 0.0138506 0.0141639 -0.0100187 -0.00986415
7022 0.0278514 0.0196812 -0.00952848 0.00774703 0.0167957 -0.0105591 -0.00441194
7048 0.0529923 0.0395586 -0.00373004 0.00462321 -0.00786863 3.53145e-4 0.00121937
7007 -2.72713e-4 0.002799 -0.00418635 -0.00526453 0.00160539 0.0123417 0.00800457
7033 0.0170531 6.58586e-4 -0.0510603 -0.0192651 -0.00952944 -0.00446331 0.0183667
7042 0.00511903 -0.00928824 -0.0206025 -0.0274734 -0.0102844 -0.0399503 -0.0182466
7006 0.00638611 -4.32973e-5 -0.0224746 -0.00332804 -0.00354327 0.0273203 0.0193491
7285 0.00257256 -0.00943197 6.09985e-4 -0.00511369 0.00496279 -0.0180178 0.00287796
7224 0.0224502 0.0230602 0.013952 0.0124555 -0.00510405 -0.00785716 -0.00232175
7297 0.00233101 -0.00612276 -0.0020259 -1.99867e-5 -0.0188744 0.00779883 0.0255541
7236 0.0258883 -0.00553004 -0.00529832 0.0121183 0.0274903 0.00176678 0.00221386
7213 0.00612859 0.00940234 -0.0192702 0.0167262 -0.00443402 0.00304991 0.00175991
7248 0.0300226 -0.0437797 0.0154803 0.0221581 0.0223135 1.95573e-4 0.00977025
7225 0.00322753 0.0135847 0.00266018 0.0108174 -0.00563125 0.00327698 -2.82576e-4
7260 0.0192543 -0.0263069 -0.00109695 0.00991933 0.00407267 0.0311117 0.0105678
7273 -0.00323744 -0.00376588 0.00557983 0.00697556 -0.0276704 0.00462667 0.00131565
7249 0.0320558 -0.0487344 0.012926 0.0211147 0.023381 0.0035958 0.0140467
7261 0.021441 -0.00563136 -0.0363856 -0.00247623 -0.0119016 0.0121215 -0.0255814
7238 0.0186039 -0.0064056 -0.0252747 -0.0237256 0.00637368 0.0123662 0.0166143
7274 -6.91554e-4 5.00139e-4 -0.0110863 0.00727615 0.00452486 -0.00679835 0.00156448
7286 0.0338486 0.00587943 -0.0215728 0.00290216 -0.00453801 -0.00388474 0.00557529
7262 0.00537209 -0.00760864 -0.00566374 0.00577247 -0.0144999 0.0078436 0.00525913
7298 0.00863492 -0.0155977 -0.00423744 -0.00658185 0.0148048 -0.00498007 0.0183107
7275 -0.00704279 -0.0027079 -0.00589733 -0.0231313 0.00706275 -0.00150269 -0.00755486
7214 0.00674004 -2.83545e-4 -0.0117201 -0.00487191 0.00424016 0.00301356 0.0136898
7287 0.0494174 0.0266436 0.0167854 -0.0410077 -0.00265842 6.08401e-4 -0.0190372
7226 0.0230403 0.00488526 -0.0589738 0.00766984 -0.016264 0.00624791 0.00718812
7299 0.0057009 -0.00246066 -0.00620528 -0.0215575 -0.001193 0.00431056 0.0045608
7635 0.00347173 0.006849 -0.0143888 0.0121986 0.0107043 -0.00618215 -0.00552115
6893 -0.00120169 1.63573e-4 -0.00214382 -0.00425794 0.00277755 -0.0219688 0.00904569
7647 0.00533731 -0.0154857 -0.00373591 -0.00150261 0.00181482 -5.40479e-4 0.0102684
7659 0.00497346 -6.69089e-5 -0.00942641 0.00196166 -0.00706636 0.00935086 -0.044741
7636 0.00391585 -0.0148053 0.00139783 -0.00583523 -0.00274573 5.29865e-4 0.00267082
7671 0.0174757 -0.0142279 -0.0263729 -0.00789647 0.00303805 -0.0142226 0.0243637
7648 0.0355047 0.0122411 0.0202203 -0.0173968 0.00655567 -0.00684849 0.0080752
7683 0.00687496 0.00394855 -0.0262093 0.0065562 0.0011877 0.00439233 -0.00314712
7660 0.0388138 -0.0460351 0.0226118 0.0181448 0.0278969 -0.00782047 0.0151646
7672 0.00269582 -0.00339141 -0.00607159 -0.0084029 -0.0030547 0.0162453 0.00155293
7681 5.8094e-4 0.00314376 -0.00128849 0.00248668 0.0084813 0.0176354 0.00301117
7693 0.005945 -0.00166319 -0.0115242 0.00786699 0.00477953 0.0281007 0.0121355
7670 0.0115262 0.00332819 0.00687404 0.0062135 -0.00690555 -0.00465888 0.00387211
7270 -0.00329598 -0.00169054 0.0021996 -1.0576e-4 -0.0035491 -0.00934969 0.00969039
7682 0.0404963 0.0246848 0.0209398 -0.0211035 -0.0162155 -0.0139322 0.0151795
6688 0.041071 -3.21151e-4 0.0181924 0.0361456 0.0146077 -0.014005 -0.00486308
7634 -0.00169788 0.00619568 0.00105254 -0.0102839 0.0062823 1.34353e-4 -0.0107021
7646 -0.00713063 2.86831e-4 0.00505157 -0.00219687 -0.0010497 0.0056172 -0.0105143
7099 0.0149487 0.0131168 0.0143538 0.00444393 -0.00277857 -0.00688774 0.00153449
7255 -0.00287002 0.00482452 -0.00190468 0.00813805 -0.00178703 0.0163741 0.00131837
7232 0.00317278 -0.0154207 -0.00151862 0.00479477 -0.0135841 -0.00980029 -0.0400096
7267 0.052292 0.0427572 -0.00389831 0.00279027 -0.00985815 -0.00266968 -0.00311373
7244 0.0170562 -0.0296088 -0.0079589 0.0106999 -0.00562641 0.00614822 -0.0442739
7280 0.0136114 -0.00505534 -0.00615658 0.00913357 0.021442 0.0150715 0.0139704
7256 0.0202502 0.0043190599999999996 -0.050512 -0.0325195 -0.0108761 0.0561004 -0.00928455
7292 0.00546031 -0.00834335 -0.00314545 -0.0155316 0.00332196 0.00647819 0.0161997
7208 0.0157178 0.0145132 0.00363276 0.0027562 0.00580344 -0.00760068 -0.0107602
7281 0.0125373 -0.023276 0.00403448 0.0152113 0.0193567 -0.00474693 -0.0144994
7220 0.00627471 -0.0194369 0.00261004 -0.00421678 -0.0114654 0.0172359 0.00964243
7293 0.0206002 -0.00479138 -0.00315731 0.00826681 0.0045549 -0.0120097 0.0117082
7684 0.0274146 -0.0521107 0.0117026 -0.00273962 0.0120481 0.00247445 0.0125215
7661 -3.24134e-4 -0.00583166 -0.00325454 0.00916561 -0.00729639 0.00236011 -9.35179e-4
7673 -7.16491e-4 -0.00112095 -0.00360539 -0.0201575 -0.00412149 0.00855758 -0.00144578
7309 0.00975856 -0.00153427 -0.0288757 -0.012328 -0.0042207 -0.0243829 -1.60302e-4
7685 -9.67867e-4 0.00584368 -0.00460497 0.00260187 0.00343094 -0.0118048 0.0048323
7710 0.00454281 -0.00108745 -0.0270891 0.001835 -0.00388755 0.0065023 -0.00103968
7637 -0.00621168 -0.00267844 -0.00118542 -0.00395137 0.00604798 0.00563567 -6.47279e-4
6910 0.006058 -0.0130476 -0.0176225 -0.0253977 -0.00134149 -0.042962 0.0049782
7649 0.0120798 -2.38322e-4 -0.0103819 -0.00654774 -0.00426307 -0.00257553 -0.00393949
7489 0.0199185 -0.0483271 0.0145824 -0.00140073 0.02512 -0.0218602 0.00832245
7466 0.00859902 -0.0304991 0.00337548 -0.0121788 0.0206693 -0.0163908 0.0142883
7501 -0.00487437 -0.00235054 -0.00193149 0.00143699 -0.00395441 0.00361691 -0.00247442
7478 0.0140539 -0.0195092 -0.00400941 0.00837524 0.00327119 -0.0155453 0.00449428
7513 0.0155619 -0.00468636 -0.00272362 0.0167493 0.017627 -0.0136028 0.0138677
7490 0.00519883 0.00798542 6.285e-4 0.0150588 9.77195e-4 0.0076168 0.00388712
7524 0.0170802 -0.0351468 0.00188089 0.00754462 -0.00767434 -0.00333089 0.020166
7502 0.0589767 0.0408097 0.0308824 -0.0309825 -0.00565324 -0.0116896 -0.0136809
7454 0.048599 0.0212598 0.0219081 -0.0272215 0.00703849 -0.0117031 0.00412454
