id pc1 pc2 pc3 pc4 pc5 pc6 pc7
5391 0.00241806 -0.00389512 -0.00466129 0.00796223 0.00385952 -0.00872275 0.0189839
5270 -0.00209492 -0.00604748 9.31139e-4 0.00656395 -0.0214877 0.00821655 0.00969648
-116 1.94667e-4 -6.31002e-4 0.00605376 0.00723369 -0.0268113 0.00555124 0.00640818
5388 -7.64037e-4 2.02525e-4 0.00357598 0.0178891 0.00885914 0.0109654 -0.00162496
-114 -0.00421253 0.00595114 -0.00296291 -0.00747042 0.00840572 0.00257231 -0.00139782
5311 0.00312195 -0.00661073 0.00767664 0.0167247 -0.0295927 -0.00428224 0.0139428
-108 -0.0022546 0.00499968 -3.5758e-4 -0.00456266 0.00620372 -0.0107678 0.00729258
-105 1.19081e-4 -0.0019791 -0.00716561 0.00243212 -0.00828943 0.00256575 0.00129706
-104 -0.00354164 0.00197739 -0.00428613 -0.0106511 0.00720522 0.00550154 0.00238669
5299 -0.00255382 0.00481127 -2.26482e-5 -0.00702705 -0.00396979 -0.00302308 -0.0147184
-102 0.00116047 -0.00120536 -0.00886963 -0.00965408 -9.33237e-4 0.0215457 0.0136007
5386 -0.00217734 0.00196356 -0.00493076 -0.0122972 0.0102771 -0.0239095 0.00429386
5352 3.99611e-4 -0.00390599 -0.00895346 -0.00309942 0.0118125 -0.00413903 0.00212089
-98 -1.55971e-4 -0.00408323 -0.0214584 6.2757e-4 -0.00598977 -0.00804637 0.00759745
-97 -0.00210088 -0.00509653 -1.59112e-4 -0.0116098 0.0107634 0.00218003 0.00673473
-95 0.00304091 -0.00465203 -0.0198569 6.8932e-4 -0.00213369 -0.00106063 0.00395634
-94 -0.00750839 0.00670855 0.00609697 0.00445254 -0.0166579 0.00594619 0.0211244
-93 0.00180243 -0.00287045 -0.00875875 -0.00696849 0.00136719 0.00948846 -0.0115125
-91 9.63826e-4 -0.00874084 0.00823458 -0.00807186 0.00249212 0.00361319 0.00285252
-90 -0.0030499 -0.00112049 -0.00207842 -5.69676e-4 -0.0195332 -0.00458658 0.0118068
5346 0.0110044 -0.00791641 0.0173507 0.00878779 -0.0174905 0.0025186 -0.0057525
5310 0.00512506 -0.00351427 0.0116908 0.00299646 -0.0102793 0.00671718 -7.0891e-4
5377 0.00382688 -0.00352445 -0.00514021 -0.00813447 -0.00433477 0.0126428 -0.0183403
5306 -6.65524e-4 -0.00333945 0.0037807 -0.00672277 -0.00545103 -4.02503e-4 -0.0268419
-81 -9.37757e-5 -0.00105761 -0.00246354 -0.020357 0.00557439 0.0147163 0.00700495
5363 0.00920873 0.00791109 0.00177714 -0.00904222 0.0139653 0.0178177 5.89684e-4
-77 0.00100531 -0.0063832 0.00738317 0.00415385 -0.0203187 -0.00767988 0.0104477
-75 0.00224068 -0.00823579 -0.0252479 -0.0103362 -0.017294 -0.00130116 0.00578134
-73 -0.0050735 -0.00261515 0.00395001 -0.00259273 -0.0226518 -0.00112303 -0.0271574
5370 0.0113266 -0.00361724 -0.041676 0.0123344 -0.0229946 -0.00572221 0.0107106
-71 -0.00215361 -0.013445 0.00310133 -2.48037e-4 -0.00905563 -0.00215307 0.00476548
-70 0.0111218 0.00341767 -0.0175096 -0.00781861 6.94525e-4 0.00789725 0.00648003
-69 0.00418323 -0.0139773 0.00523242 -0.00141352 0.0127637 -0.00455959 0.0163537
5374 -0.002968 7.2269e-4 0.00183999 -0.00255845 5.91753e-4 -0.00508823 -9.92335e-4
-66 2.50219e-4 0.0030211 -0.0025238 0.0134258 0.00268779 0.00106363 -0.00990456
5347 -5.3512e-4 -0.00258379 -0.0109708 4.23688e-4 -0.0256796 -0.00740469 0.0174323
-61 -3.36204e-4 0.00463395 -0.0075074 0.00869626 0.00888797 0.00894827 0.00768044
-60 -0.00492942 -0.00468928 -0.0115301 -0.00299571 -0.00952747 -0.00322518 0.00551382
-58 8.17281e-4 -0.0159684 0.00795289 -0.00573454 0.0155536 -0.00324334 0.0173307
5258 -0.00559706 -0.00230066 0.00674159 0.00348205 -0.0156241 0.00417517 0.00832255
5294 0.0063471 -0.0165101 5.66207e-4 0.0187838 0.00839176 -0.016276 -0.025394
5298 0.00524001 -0.00522936 0.00532731 1.1465e-4 -0.0134665 -0.0116937 0.00805878
5362 -0.00255574 0.00202674 -0.00370197 -0.00216818 0.00262222 0.0118175 0.0042116
-50 0.00331928 -0.00252952 -0.00614518 -0.00543348 -0.00747212 0.012252 -0.0171564
5339 0.0117551 -3.47004e-5 -0.0485079 0.00828618 -0.0182698 -0.0220921 0.018988
-46 -0.00751723 -0.00405448 -0.0040991 -0.00475889 0.010393 -0.00835843 0.0092163
-45 -0.00490275 -0.00193722 6.5453e-4 0.00309499 0.00492607 0.00719503 0.00375521
5278 0.0033318 -0.00286304 -0.00862622 -0.00305506 0.00708149 -0.0229027 0.00172228
5390 -0.00337218 -0.0056031 0.00431301 0.0021769 -0.0163243 -3.52618e-4 -0.0291125
-35 -0.00195364 -0.00553366 0.00811553 0.00573993 -0.029665 0.0150109 0.00972442
-31 -0.0048774 -0.00277488 -4.77035e-4 -0.0125095 0.00484999 -0.0029897 -0.00734826
5335 7.36745e-4 -0.00406029 -6.21047e-4 0.00424073 -0.0118417 -0.00276207 -0.00223875
-27 -0.00271811 -0.0134805 0.010453 0.00818344 -0.00708717 0.00228834 -0.0145586
-26 0.00859295 -0.0150697 0.0165999 -0.00129227 0.00786826 -0.00794456 0.00804352
-25 0.00102495 -0.00985407 -0.00618042 -8.29747e-4 -0.00819366 0.0168002 -0.0235587
-20 -0.0044096 -3.29401e-4 -0.00682009 -0.00515763 0.00524707 0.00227359 0.00402401
-15 -0.00331401 -0.0011333 0.00237728 -0.00204906 -0.0022352 2.30658e-5 -0.00129876
-13 -0.004023 0.00128334 0.0018979 -0.00487128 0.00231308 0.00321026 0.00615688
-8 -0.00153794 0.00219253 -0.00130265 0.00245937 0.00543661 0.00460985 5.94848e-4
5303 0.0020317 -2.14878e-4 -0.012387 0.00961885 -0.00691334 -0.0137152 0.00628393
5383 -0.00163425 -0.00629373 0.00704087 -0.00163716 -0.0335357 0.00902337 0.0256196
5288 0.00479775 -0.00247661 -0.0213449 0.00122856 -0.00478082 -0.00890945 0.00727952
38 -0.00315005 0.00635558 0.00116358 -0.00783826 0.00366781 0.00480221 0.00252796
40 0.00251546 -0.00434766 0.021312 0.0154672 -0.05493 -0.00666349 0.0231776
41 0.00493735 -0.00184435 0.00144867 -0.00712512 -0.0141462 5.54952e-4 -0.00702258
42 -0.00574714 -0.00323549 -0.00849586 -0.0317699 0.0126035 -0.0993638 0.00917078
43 0.00194707 -9.80355e-4 0.0113463 0.00682154 -0.0327555 0.00223738 0.0108626
45 -0.00321424 -0.0084344 0.00196016 -0.0174136 -0.0134036 0.0218891 0.00911746
30 0.00101324 0.00208028 -0.0107713 0.00709761 0.0177046 -0.0198558 -0.00783594
58 -0.00211482 -0.00336328 0.00527395 -0.00159314 -0.00158323 0.00430361 0.00286937
59 -0.00397905 0.00550919 0.00706323 0.0035598 0.00670925 0.00786053 0.0085138
61 0.0124354 -0.0322755 0.0116872 -0.00736963 0.0249973 -0.0103624 0.0214819
63 -0.0069791 -0.00330945 0.0108072 -0.00374653 0.00449136 -0.00268092 -0.017823
65 0.00344121 0.00766927 0.00268275 -0.0161313 0.00307805 0.0177929 -0.00290044
66 0.00310824 0.00989906 -0.0140564 0.00787395 0.00691901 0.0106944 0.00291954
68 -0.00472122 -0.00386429 -0.00277845 -0.00799824 -0.00250481 -0.0254555 0.00457317
69 0.0251197 0.0173718 0.00211961 -0.0352778 0.00771588 0.024032 -0.0033384
71 -0.00153457 0.00489961 0.00101598 -0.00628487 0.00566799 0.0084399 2.59918e-4
78 -0.00734131 8.57775e-4 0.00146527 0.00596381 0.00569743 0.0110289 0.00764769
79 -1.89017e-4 -5.06573e-4 -0.00433332 -0.00329926 0.0110832 0.00613936 0.0124115
82 -0.00312477 0.00469967 -0.0139619 -0.0232994 0.0171111 0.018204 0.00920344
83 3.15971e-4 0.00546812 0.00516359 -0.00782452 -5.87472e-4 0.00301561 0.00116345
2444 -0.0035652599999999998 0.00166595 0.00823756 0.00968223 -0.00400129 0.00265766 0.0185408
425 -0.00199643 -6.33024e-4 0.00165692 -7.56799e-5 -0.00504604 0.00795458 -0.00744568
577 -0.00403018 -7.9091e-5 0.00122644 0.00989214 -8.16015e-4 0.00208094 0.00186469
743 -0.00258216 -0.0102916 0.00228472 0.0029032 4.87451e-4 3.68627e-4 -0.0200528
905 0.00720604 0.0311685 0.00109464 0.0470896 0.0156509 0.0102451 -0.0222211
1072 -0.00132492 0.00187755 4.94087e-4 -0.0215578 0.00409203 0.0182419 0.00922607
1077 -0.00359454 0.00344325 0.00261202 0.0145427 -0.00180367 0.00312769 -0.0125931
1079 0.00105912 -0.0120722 -5.82523e-4 -0.00496337 -0.0245401 -0.0161205 -0.00641238
1083 -0.00538732 -0.00136344 0.00450316 -0.0111658 0.00547206 0.00664077 0.00386855
1089 0.00327976 0.0127644 0.00138055 0.0102285 0.00719733 0.0118194 -0.00771715
1090 -5.24609e-4 -0.00156537 -0.00266437 0.00522492 -0.0162429 -0.00293954 -0.00392047
1098 -0.00342078 0.00314989 4.32965e-4 -0.00422781 0.00739733 -3.89103e-4 -0.00119587
1102 -0.00292756 0.00238669 9.78312e-4 -0.0161818 -5.73961e-4 0.00552234 1.80868e-4
1109 -0.0109471 0.0198524 0.00788824 0.0245905 0.019668 0.00675832 0.00170952
1203 0.00383415 -0.00696332 0.00777092 -0.00507151 0.00420259 -5.01218e-4 -0.00631833
1242 0.00666776 -0.00132805 1.38683e-4 0.0212377 -0.0200875 -0.00438953 -0.028288
1244 0.00350531 0.00374575 -6.36999e-4 0.0042724699999999996 0.00918901 5.72111e-4 -0.00225948
1255 -0.00307876 0.00370724 0.00733829 0.00458011 0.00332054 0.0052162 0.00121503
1259 -0.00120094 0.0172993 0.00328884 0.0135034 0.0144568 0.0133031 -0.00606453
1262 0.00195438 -0.0140894 -0.00394615 0.00290119 -0.0332971 -0.0159434 -0.0112285
1263 0.0018044 -9.64659e-4 -0.0106046 -0.00437881 9.42145e-4 -0.00252087 -0.00459785
1264 -0.00609581 -0.0079619 -9.10505e-4 -0.00640009 -0.013115 -0.011114 1.42739e-4
1287 0.00115991 -0.00609037 -3.43864e-4 0.00794584 -0.0121289 -0.00997261 -0.017217
1288 0.0196145 0.00754292 0.0114437 8.93178e-4 -0.00102018 -0.00766109 -0.0191496
1289 -0.00289392 -0.0130625 0.00210232 -0.00744211 -0.0102995 0.0147025 0.00913723
1554 -3.22733e-4 -7.2553e-4 -0.00535729 1.39679e-4 0.0026204 0.00171718 0.00317562
1587 -0.00951671 0.0142519 0.0107359 0.0149438 -0.0107389 0.026717 -0.00102191
1592 -0.0023566 -4.28469e-4 0.00287512 0.00109695 0.00277333 3.77152e-4 -0.00323508
1597 0.00224003 -0.0196399 0.0045688 1.6045e-4 -0.0542262 -0.0198838 -0.0123252
1598 -0.00148183 -0.00320988 3.28255e-5 -0.00285938 0.00655848 -6.20402e-4 0.00249281
1604 0.00144209 0.0032883 0.00153363 -0.00415857 0.00787033 0.00369778 -7.71256e-4
1605 9.18291e-4 0.006845 -2.2323e-4 -0.0019092 -0.00159234 0.00625908 -0.00636724
1610 0.00280238 -0.0124068 0.00686956 0.00533026 -0.00742068 0.00838247 -7.01294e-4
1614 -0.00468246 0.0136489 -4.89746e-4 0.0186707 0.00497084 0.00704064 -0.00161384
1617 4.61486e-4 -0.014926 0.00306974 0.00275164 -0.00678716 -0.00134996 4.44645e-4
1621 -0.00227101 -5.59727e-4 0.00616204 0.0122954 -0.0112112 0.00500237 -0.0056547
1622 -0.00224356 8.87171e-4 -0.00373877 -0.00196512 0.00522127 0.00605042 0.00161176
1623 5.09217e-5 -0.00349544 -9.68797e-4 -0.0119248 0.00436694 0.00610477 0.00611981
1625 0.00365731 -0.00321781 0.00410638 -0.00294166 -8.65345e-4 -0.00131888 -0.00333341
1629 5.06237e-5 -0.00466793 -0.0156627 -0.00968327 -0.0110074 -0.00476285 -0.00303226
1632 -0.00247666 -0.0035038 3.5962e-4 0.0063816 0.0070553 -0.00126656 -0.00106805
1635 0.00179974 -0.00627804 -0.00339807 -0.00728466 -0.0014585 -0.00175107 6.51045e-4
1642 -5.16433e-4 -0.00683033 0.00417801 -0.00771659 -0.00138957 0.00727836 0.00478813
1646 1.07805e-4 -0.010796 -0.00507889 5.32796e-4 -0.00484561 -0.00117747 -7.51711e-4
1647 6.76119e-4 -0.00211618 -0.00467647 -0.00133877 0.00175733 0.00180412 -0.00478093
1648 -0.00283986 0.00372554 0.00192628 -0.0126669 0.00154012 0.006076 -0.00174238
1652 -0.00706559 0.00124102 0.00344879 -0.0110778 0.0045122 0.005983 -0.00103534
1660 -0.00170949 -0.00297982 0.00187501 -0.00210286 -0.0050985 7.66851e-4 0.00147176
1666 -6.66053e-4 0.0068785 3.89156e-5 0.0103699 0.00541877 0.00975699 0.00120418
1734 -0.00302079 -0.00104417 0.0045344 -0.00136287 0.0042286 0.00520845 -0.0026431
1739 -0.00127775 0.00822941 -0.00413552 0.00542276 0.00490931 -0.00112041 0.00428867
1741 0.00271833 -8.99001e-4 -0.00905767 0.00339042 -0.0165791 -0.011711 0.0113405
1743 0.00878342 -0.0221421 -0.0139116 0.00128047 -0.0187635 -0.00329765 -9.65612e-4
1744 -6.55623e-4 -0.00635013 -0.00247121 0.0106283 4.87838e-4 -0.00736533 0.0015763
1745 -0.00209825 0.00253697 -0.0056526 0.004132 0.00304637 0.0153125 -0.00924854
1747 -0.00438884 -7.45774e-4 0.00115902 -0.00705968 0.00478739 0.00346638 0.00190633
1664 5.54868e-4 0.00141368 0.0180068 0.0137259 -0.0622749 -0.00495572 0.0176078
1749 1.64383e-4 -0.00333994 -0.00211549 0.0105562 0.00430142 0.00568229 -0.0175922
1750 0.00209919 0.00352949 -2.61684e-4 0.00146007 -0.00279882 0.0133472 -0.00597374
1751 0.00545411 0.0064261 0.00311522 0.00106669 0.00313523 0.0016013 -0.00772781
1754 0.0020275 -0.0214256 0.00565236 0.00734572 -0.00980422 5.46089e-4 -0.00247926
1756 -0.00426362 -0.00106017 -0.00229505 0.0062948 0.00561917 -0.00558755 -0.00531322
1767 -0.00553688 0.00822389 0.00373287 0.00644483 -0.00434182 0.0198952 -0.00641457
1774 0.00186548 -0.0128436 0.00830093 0.00322628 -0.0114411 0.00432009 9.13122e-4
1779 7.59299e-4 0.00295805 -0.00124809 -0.0187649 -0.0144837 0.0147486 6.75118e-4
1780 -0.00752059 9.99251e-4 0.00935688 0.00716806 -0.0150949 -0.00579715 0.0197205
1785 -0.00157618 0.0010669 0.00140395 -6.97344e-4 5.92024e-4 0.00593576 0.00288224
1790 -0.00322727 2.99001e-4 0.00120998 -0.00437812 5.93971e-4 0.00554373 0.0048959
1792 -0.00415207 -7.72493e-4 0.00578501 0.00207634 -0.00500794 -1.15908e-4 0.0153186
1793 -0.0044251 0.00140634 0.00765601 0.00543444 -0.00909894 -0.00277811 0.0154956
1797 -0.00554945 0.00315156 -8.59944e-5 0.00385294 0.0069019 0.0047729 0.00322887
1799 0.00417174 0.00216014 6.37904e-4 -0.0020265 0.00571768 -0.00124087 -0.00103196
1801 -0.00258251 -0.00281673 -0.00673805 -0.0141476 -0.00132267 0.0161411 -0.00220148
1808 -8.68726e-4 0.00307224 0.00553468 0.0154553 7.65589e-4 0.00735267 -0.00698861
1814 -0.00565157 6.05781e-4 8.31604e-5 -0.00468357 0.00476482 -0.00183259 0.00272968
1817 0.00142217 0.00668102 0.00770675 0.00243605 0.00514628 0.0055119 -9.6763e-4
1818 -0.00310514 -0.00654049 0.00230706 -0.00488809 0.00455448 0.00439213 0.00367071
1819 0.00287608 -0.0137172 0.00576642 0.00527776 -0.0147997 0.0048174 -0.00708531
1820 -2.03259e-4 -0.01002 -0.0129263 -9.67659e-4 -0.0200685 -0.015717 -5.42256e-4
1829 -7.21636e-4 0.00383533 0.00398196 -0.00474291 0.00470245 0.00123016 -0.00647204
1834 -0.00452141 0.00501483 -6.01133e-4 0.0149039 0.0109631 0.00730983 -0.00935271
1835 -5.56211e-5 -0.00204581 -0.00243773 -0.00396818 0.00664892 0.00157782 0.00520188
1803 0.00985659 -0.00959822 0.00603056 0.00752142 0.00266732 -0.00374878 -0.0243391
1872 -0.00152183 0.00171792 0.00164218 -0.00156855 0.00629813 -6.15409e-4 0.00301103
1873 -0.00349337 -0.00548276 2.45353e-4 -0.00913184 0.010614 0.00788951 -8.24757e-4
1874 -0.00488706 -0.00529188 0.006132 -0.0017036 0.0130783 -0.00533897 0.0101166
1876 -9.82367e-4 -0.00578324 -0.00995318 0.00315121 9.67156e-4 0.00866746 -0.0238268
1883 0.00109221 -0.0205468 -0.0016209 0.0105911 -0.0110216 0.0179653 4.13079e-4
1884 -0.00830475 0.00417801 0.00879559 0.0110818 0.0124968 0.00569897 -0.0140369
1887 0.00188697 0.0038014 0.0220445 0.00998675 -0.057122 -0.00989739 0.0256373
1825 0.00177614 0.00952226 0.00350785 -0.0114905 0.00683604 0.0140593 0.00638531
1889 0.00947728 0.0123181 0.00457293 -0.0123222 0.0102761 0.0174179 0.00136695
1890 -0.00537518 0.00964998 0.0138129 0.0196825 -0.0118611 0.00414958 0.0270511
1899 -7.29563e-4 0.0053323 0.0021785 -0.00433513 0.00607013 0.00114812 -0.00472812
1920 -0.00124234 0.00154251 0.017778 0.00645183 -0.0521878 -0.0069481 0.0198717
1942 -7.51386e-4 -0.00296595 -0.00630643 -0.0019725 -0.00356489 -0.00184873 0.0047127
1946 -0.00150731 -0.00288032 0.00711948 -0.0020776 -0.00160979 -2.23513e-4 -0.00433715
1947 -0.00444808 -9.66267e-4 0.00511159 -0.00443852 0.00409869 -0.00222654 0.00539122
1960 0.00611525 -9.21603e-4 -0.00309513 -0.0279702 -0.00558118 0.0165841 -0.00141321
1963 0.00290895 -0.0117575 0.00270323 0.0135227 -0.00910252 0.00486356 -0.00803021
1979 -4.14357e-4 0.00301267 -0.0055766 -0.00321919 -0.00253919 -0.00254862 -0.00155554
1981 -0.00412431 0.00411425 -0.00652057 -0.0105807 0.0147939 -0.0076838 0.0119659
1987 2.579e-4 -0.00124894 0.0137831 0.0122275 -0.059131 -0.0219909 0.0191508
1992 0.00367427 -0.00651246 0.00826582 -0.0103826 -0.0292437 0.0112477 0.00507987
2027 4.18074e-4 -0.00821276 -0.00307553 -0.0207006 -0.0187571 0.0134602 -0.00300301
2034 1.40153e-5 -0.00736761 0.0129043 0.00834499 -0.0517517 -0.00585888 0.022493
2037 -0.002035 0.00458545 0.0077927 -0.00836936 0.00135286 0.00162922 -0.00126404
2066 0.00711882 0.0112875 0.00351907 -0.00881777 0.0102221 0.0104446 -0.00130672
2067 -0.00283974 0.00160424 0.00427945 0.00944569 0.00938129 0.00355309 -0.00268084
2068 -0.00204464 0.00100627 0.00432563 -0.0067267 0.00445323 0.00975407 0.00445058
2070 0.00190014 4.82842e-4 -2.73598e-4 -0.00911253 0.00615439 -0.0130161 -0.00390209
2071 0.00670352 -0.00570877 -0.0170563 -0.0189239 -0.0113164 0.0061324 0.00212797
2072 -7.81007e-4 0.0028212 0.0049236 -0.00454029 0.00214341 0.00164094 -0.00120046
2073 0.0025329 0.01798 -0.00150402 0.0319458 0.00950487 0.00356877 -0.0156573
2074 -2.23748e-4 0.00259233 -0.00305134 -8.1885e-4 -0.00813136 0.00340586 -5.20953e-4
2076 6.10557e-4 0.00210152 -0.0134157 0.00978118 -0.00104443 -0.0158889 0.00775895
2094 0.00153336 0.00111043 -0.00559119 6.51516e-4 -0.00231243 -0.00980134 0.00813878
2096 0.0138088 -0.0189084 -0.0772022 -0.0119398 -0.0391791 -0.0208171 0.0209745
2097 0.00351997 -0.00773414 0.00133132 -0.00574445 -0.00494002 0.00429172 -7.51099e-5
2098 -0.00249518 -0.00313687 -0.0123803 -0.00449767 0.00939489 -0.0194539 0.00907672
2105 0.00321433 0.00466636 -3.90559e-4 0.00299545 -0.00746981 -2.78196e-6 -0.00374062
2106 0.00330816 0.014949 -0.0206998 0.0105322 0.00248839 0.0134429 0.00802135
2108 -0.00376615 0.00230607 0.0139047 0.00100742 -0.0317602 3.63197e-4 0.0145539
2110 0.00138358 0.00243609 0.0170585 0.019546 -0.0519846 -0.00353172 0.0190683
2111 -0.00438509 0.00106864 5.26787e-4 0.00192951 -0.00279395 0.00182147 -0.00664123
2118 0.00269451 -0.00246273 0.00116518 -0.00446753 -0.00598376 0.00156654 -1.45176e-4
2120 -0.00117121 -0.00716858 0.00160382 0.00159963 -0.015452 -0.00347063 -0.00409608
2122 -0.00421031 -0.00519851 -0.00384747 -0.00812681 -0.00476754 -0.0103772 -0.00150552
2123 -0.0042605 0.00229366 -0.00190019 1.32746e-4 0.00363341 -0.00846959 -0.00920117
2124 -1.91258e-4 -9.79826e-4 -0.0104228 -0.00269258 -6.5633e-4 -0.0067222 0.00484597
2126 -0.00418168 0.00631742 0.0052538 0.0218367 0.0108031 0.00636806 -0.00364413
2128 -0.00527782 0.00125934 8.52293e-5 0.00723423 0.00989863 0.00205935 -0.00888767
2132 -0.00298425 3.40755e-4 -0.0019085 -5.41653e-4 -0.00959157 2.36082e-4 -0.00231873
2133 -0.00153681 0.00391042 0.0212986 0.00698767 -0.056528 -0.00910381 0.0217344
2135 0.0110809 -0.0246177 0.0103057 0.00163779 -9.21321e-4 -0.00339179 -0.00162356
2136 -0.00380097 0.00525999 -6.61115e-4 -0.00464223 0.00167562 0.00630494 0.00305569
2138 -0.00239721 -0.00259926 -0.00722754 -0.00554887 3.05e-4 -0.00588647 -9.32754e-4
2141 -0.00705102 0.00379335 0.0033131 0.0102126 0.00154967 0.0242639 0.00675073
2142 -0.00765325 0.00217994 -0.00140127 0.00421131 0.00602855 9.5982e-4 -0.00352659
2143 -0.00794195 -0.00244304 0.00206617 0.00101471 0.00649489 -0.00498324 -0.00960609
2147 -0.00262794 0.00874079 0.00520885 0.00494623 -0.00714218 0.00800546 -0.00320823
2148 3.73074e-4 0.00176249 0.00630531 -0.0152225 0.0020225 0.0127729 0.00230364
2149 0.00237725 0.0154026 -0.00603719 0.0127152 0.0112886 0.0153054 0.00296401
2150 -1.84404e-4 -0.00189735 0.00830001 -0.00162741 -0.0021607 0.00409715 0.0144046
2153 0.00367893 -0.00106104 -0.0028258 -0.00204811 0.00509944 -0.0168632 -0.00614343
2154 0.00425792 3.25644e-4 -0.0045193 0.00254112 0.0170249 0.0128243 -0.00232218
2157 -0.00560785 -0.00344207 0.00588119 -0.00329671 -0.0026943 -0.00260014 -0.0105358
2159 4.08821e-4 -0.0159769 0.00103293 0.00952923 -0.0157967 0.00369434 -0.00259685
2168 -0.00610152 -0.0144171 -0.00180598 -0.0117887 -0.00441382 0.011577 -0.00472576
2169 1.47013e-5 -0.00999987 8.50301e-4 -5.18498e-4 -0.00939098 -0.0136596 -0.00627041
2171 0.0010309 0.00183338 -0.00116234 0.00366855 -0.00194702 3.44701e-4 -0.0101001
2173 0.00479459 0.0102561 -0.00200002 0.00553593 0.0138879 0.00140098 -0.00516499
2174 -0.00243566 -0.00133753 2.5438e-4 -0.00489582 -0.00686601 0.0153217 0.00311609
2175 0.0120662 0.00265043 0.0145438 0.00458107 -0.0289386 -0.00390707 0.00537725
2176 -9.67114e-5 0.00386201 0.00530136 -0.00560758 0.00884726 -6.40851e-4 -0.00909168
2179 9.5764e-4 -0.00799929 0.00596615 -0.0100327 -0.0425219 0.00126757 0.00256856
2180 -2.5975e-5 3.04529e-4 -0.00342436 0.00347026 0.00475652 -0.00450324 -0.00282801
2185 -0.00548647 -0.00367431 -0.0016029 -0.00657029 0.0114581 0.00248146 0.00351322
2187 -0.00123162 0.00120587 0.0170866 0.00871709 -0.0518811 0.00445004 0.0225726
2196 7.49836e-4 0.00509141 0.0152765 0.0124952 -0.051499 -0.00688572 0.0210146
2198 0.00122203 -0.00926002 0.00574357 0.0115316 -0.00212943 0.00370065 -4.20311e-4
2202 -0.0017091 2.41781e-4 0.00499134 -0.024761 0.00156967 0.00895822 -0.0215919
2203 0.00188451 -0.00482045 -0.0110542 -0.0036205 -0.00223218 0.00440885 -0.00151671
2204 0.00156088 -0.00120016 -0.0123797 0.00259276 -0.00382182 -0.00853677 -0.00113025
2205 0.00886568 -0.00869206 -0.0236192 0.00539289 -0.0261681 -0.0123593 -0.0147146
2207 0.00131444 -4.6518e-4 -0.00725759 -0.0175679 -0.0013059 0.0146444 -0.00343991
2208 5.10976e-4 6.12618e-4 4.2849e-4 0.0105403 0.00529336 0.00824254 -0.00694498
2209 -3.42158e-5 -6.40554e-4 -0.0106144 0.00345614 -5.96067e-4 -0.00992416 0.0119079
2210 -0.00291221 0.00603765 0.00402934 0.00514092 0.00803589 0.00500775 -0.00113751
2214 -0.00243116 -0.0011017 0.00187987 0.00993519 0.006542 0.00743942 -0.01246
2242 -0.00459339 5.34979e-4 0.00198515 0.00882358 -6.95146e-4 0.00222202 0.00564022
2246 0.00136669 -2.32786e-5 0.0106443 0.0130774 -0.053603 -0.0153517 0.0285185
2252 -0.0014612 -0.0112861 -6.7921e-4 0.00810914 -0.00570197 0.0119183 -4.2446e-4
2257 0.00248916 3.10881e-4 0.0151399 0.010577 -0.0590796 -0.0114002 0.0179892
2258 -0.00152735 0.00474475 0.00304366 -0.00592923 -0.00477554 -0.00286777 -0.0317955
2259 0.00217061 0.0129856 0.0205827 0.0153287 -0.0448174 -0.00287225 0.0221855
2260 3.86089e-4 0.00111028 -0.00676281 0.00793145 -8.4182e-4 -0.0108419 -0.00601856
2261 -0.00320089 -0.00294242 -2.27078e-4 0.00423969 -0.00327403 -0.00572816 -0.0130253
2266 -0.0100202 0.00821966 0.00414941 0.00798526 0.019099 -0.00298765 0.00551349
2267 -0.0065099 0.0107641 0.00442992 0.0150981 0.0147016 0.00355451 0.00665268
2269 3.55257e-4 0.00650459 0.00485701 0.00935434 0.00241509 0.00818105 -6.41247e-4
2273 -0.00600122 0.00345792 7.95441e-4 5.21605e-4 -0.0103272 -0.00987507 -0.00271216
2275 -0.00323913 -0.00109199 -0.0025564 -0.00563006 0.0118015 -0.0166702 0.00561835
2276 -0.00399734 0.00395435 -0.0028874 -0.00319563 0.00588549 0.003027 -6.33941e-4
2282 -0.00311668 -0.0157539 0.00418347 0.0115775 -0.0046701 0.00340239 -0.0127695
2285 -0.00128105 7.97275e-4 -0.00256054 -8.66078e-4 -0.00432758 -1.86183e-4 8.06263e-4
2287 0.00616944 -0.00276452 0.0067087 0.00330906 -0.0212157 -0.00347282 -0.00710352
2291 -0.00183382 0.00209416 6.46211e-4 -0.00145096 0.00409456 0.006988 0.0115748
2292 -0.0048238 0.00680176 0.00534807 0.0157702 -0.00475731 0.0227981 -0.00108228
2295 -0.0013296 -1.89868e-4 0.00651868 -0.00132546 0.00561591 6.1842e-4 0.00166725
2296 -0.00983087 6.77914e-5 0.00618984 0.00156638 0.00512549 -0.00280866 -0.00674048
2298 7.8619e-4 -0.0155932 0.0114998 0.0115896 -0.00459371 -0.00962236 -0.00873657
2299 0.0023935 -0.00957205 0.00263665 0.00441442 -0.00440289 -0.0107249 -0.0138208
2300 -0.0040556 -0.00176377 0.0118377 0.0142594 -0.0340116 0.00839166 -8.86624e-4
2301 -0.0021165 0.00815757 0.00251996 0.00790619 -0.00623123 0.014534 -0.0112638
2302 0.00344557 0.00260485 0.00133492 -0.00421995 0.00127193 0.00394611 -0.0039807
2303 -2.61324e-6 -0.00677117 0.00441601 -0.0124302 -0.0299089 -0.010253 -0.0919398
2304 -8.51651e-4 -0.00108461 -0.00066795000000000005 -0.0062556 -0.007681 -0.0136854 -0.00128899
