0.4975165 0.0008285596
0.4597099 0.0005943225
0.5265199 0.0004927998
0.5933906 0.0003565948
0.5181012 0.0003998961
0.4481353 0.0003147602
0.4110137 0.0003619405
0.3780383 0.0003720016
0.3450942 0.0002893704
0.3149543 0.0002282786
0.326133 0.0002193196
0.3602793 0.0001833493
0.3050539 0.0001443308
0.239865 0.0001618391
0.1952431 0.0001390716
0.1670106 0.0001499161
0.2109249 0.0001522901
0.2720366 0.0001573094
0.2083644 0.0001423131
0.2631373 0.0001377921
0.1908466 0.0001573522
0.1273967 0.0001539114
0.1212882 0.0001664102
0.1648745 0.000202064
0.2057781 0.0001957582
0.2574547 0.0001984293
0.3530861 0.0002011478
0.3297349 0.0001805601
0.2882158 0.0002131572
0.3023867 0.0002237889
0.2432508 0.00021988
0.2585272 0.000188568
0.2483034 0.0001898092
0.3044834 0.0002583566
0.312676 0.0002754542
0.2956853 0.000318573
0.2874921 0.0003004136
0.2289195 0.00027978
0.2188621 0.0002553359
0.2400937 0.0002647625
0.3119254 0.0002409584
0.2855235 0.0002883649
0.3284507 0.0002758323
0.2473748 0.0003502708
0.2438117 0.000436128
0.2933268 0.0004605243
0.2101152 0.0004371093
0.1820484 0.0004522577
0.188951 0.0004775704
0.2220621 0.0004128756
0.183538 0.0002830294
0.2128564 0.0002507256
0.2965983 0.0002623293
0.3533191 0.0002003578
0.4327467 0.0002155885
0.4171083 0.0001568024
0.3593856 0.0001328297
0.3128967 0.0001051047
0.3244613 0.0001153368
0.3002309 0.0001080838
0.3240785 0.0001167567
0.3627567 0.0001125164
0.3598031 0.0001151321
0.3695908 0.0001269139
0.4262038 0.0001032734
0.335696 9.830985e-05
0.4052117 9.691017e-05
0.3610939 0.0001122503
0.4358444 0.0001142346
0.5643862 0.0001086244
0.5419597 0.0001049309
0.5004432 0.0001331123
0.4992154 0.0001117744
0.5260773 0.0001094423
0.6007905 9.898059e-05
0.6425528 0.0001089878
0.6152917 0.0001145585
0.5753974 0.0001088992
0.5934396 8.749571e-05
0.596609 8.844897e-05
0.5712399 8.886943e-05
0.5453504 0.0001078703
0.4810642 0.0001286005
0.5700752 0.0001224538
0.6250018 9.489245e-05
0.6491474 0.0001001673
0.6373999 0.0001032314
0.5839906 9.992283e-05
0.5755853 0.0001245167
0.644775 0.0001353433
0.6262166 0.000126085
0.5577145 0.0001292257
0.5788193 0.0001266699
0.5862028 0.0001137956
0.5498024 0.0001433671
0.5402839 0.0001193591
0.5120223 0.0001219048
0.4306124 8.334146e-05
0.3855248 8.915383e-05
0.3129395 8.22027e-05
0.3338646 7.723282e-05
0.3902744 6.781197e-05
0.3691589 7.659077e-05
0.314726 7.833455e-05
0.3125788 8.231323e-05
0.435483 8.321095e-05
0.4713179 9.018051e-05
0.4518137 0.0001095838
0.3378193 0.000128453
0.2807684 0.0001421051
0.2479957 0.0001730388
0.2406502 0.0001542584
0.2997721 0.0001806059
0.2804993 0.0001694879
0.1957329 0.0001380484
0.2586667 0.0001491534
0.2797154 0.0001652993
0.2037142 0.0001681455
0.1857192 0.0001625958
0.1631708 0.0001438437
0.1787568 0.0001636727
0.1986005 0.0001608977
0.1726778 0.0001712319
0.2621746 0.0001906462
0.2420767 0.0001684204
0.2387291 0.0001833443
0.3236617 0.0001678533
0.3756669 0.0001793111
0.4149462 0.0001714545
0.4708199 0.0001564791
0.4395081 0.0001752782
0.3886407 0.0001818788
0.4026854 0.0001893857
0.4640032 0.0001834499
0.4963372 0.0001551733
0.4503036 0.0001456112
0.4659409 0.0001631455
0.415738 0.000188261
0.4063286 0.0002853782
0.4015456 0.000279325
0.3776747 0.0002561506
0.3733335 0.0002058525
0.4398853 0.0001969234
0.4102528 0.00015265
0.4204341 0.0001028906
0.4679067 0.0001259114
0.4952731 0.0001056095
0.5053 0.0001210697
0.4972728 0.0001081975
0.5808289 0.0001437323
0.5925605 0.0001616034
0.5043548 0.0001365049
0.4981352 0.0001022595
0.5568472 0.0001225936
0.513277 0.0001320055
0.4530268 0.0001271296
0.5665398 0.0001145401
0.5730756 0.000112859
0.5404124 0.0001233082
0.5047856 9.741917e-05
0.5277272 9.111284e-05
0.5942267 9.856769e-05
0.6929212 9.734141e-05
0.6635985 0.0001085405
0.6192979 7.644217e-05
0.6346561 6.883236e-05
0.6088648 8.787245e-05
0.641631 8.02017e-05
0.5304685 9.380288e-05
0.4965599 9.468407e-05
0.4602278 0.0001184506
0.4172984 0.0001412665
0.4660799 0.0001319466
0.4554432 0.0001163746
0.4062082 0.0001240985
0.4257764 0.0001316079
0.4180559 0.0001224437
0.3159629 0.0001337254
0.3124943 0.0001543215
0.3609147 0.0001437532
0.3371643 0.0001733087
0.3138304 0.0001130686
0.2976337 0.0001244541
